id;subtitle;title;date;categories;tags;person;post_type;slug
;;Finnland: Schüler klaut dem Weihnachtsmann seinen Sack und findet zwei Eier;;Ausland.Gesellschaft;Weihnachten;;news;
;;Mutter ruft Polizei weil Sohn sein Laufrad falsch eingeparkt hat;;Deutschland.Gesellschaft;Polizei;;news;
;;Saudischer Prinz bietet Gefährder Sami A. Luxuszimmer im Palast an.;;Ausland.Politik;Terrorismus;;news;
;;War nur leicht verspätet: Zug der Deutschen Bahn kommt nach 7 Monaten doch noch in Frankfurt Oder an;;Deutschland.Gesellschaft;;;news;
;;Wer hätte das Gedacht: Jean-Claude Juncker steht auf Haarewuscheln bei Damen;;Ausland.Politik.Unterhaltung.Promis;;;news;
;;Alexa leaks: Hört Gestöhne und schickt Tonaufnahmen automatisch dem Ehemann. Der glaubt seine Frau sei im Fitnessstudio. Tasachlich betrieb sie auch Fitness allerding nicht im Sportstudio sondern beim Fremdgehen in einem andern Bett eines anderen Mannes. offenbar hat dem Mann.;;Digital.Gesellschaft;;;news;
;;Alexa löst Polizeieinsatz aus weil im Zimmer lautes Gestöhne und Geheule aufgenommen wurde. Was sich anhörte wie eine Frau die in Bedrängnis geraten war und sich zur Wehr setzen musste war in Wirklichkeit heißer Sex eines verliebten Pärchens.;;Digital.Gesellschaft;Polizei;;news;
;;Celine Dion träumt heimlich von Männerfüßen;;Unterhaltung.Promis.Männer;Sexismus.Eklig;;news;
;;Dennis Schwurz schafft es dieses Jahr wieder nicht das Haus vom Nikolaus zu malen und bekommt kein Weihnachtsgeschenk vom Weihnachtsmann;;Unterhaltung;Weihnachten;;news;
;;Grünen-Politikerin beschwert sich weil es in der Bundestagskantine kein Mariuana zu kaufen gibt und stellt Änderungs-Schnell-Antrag im Parlament.;;Deutschland.Politik;Grüne.Drogen;;news;
;;Doch noch die Kurve gekriegt: Schüler schafft es nach einem halben Jahr Deutsch Lernen mit “Scoyo” von einer 4- auf eine 4+;;Digital.Wirtschaft.Gesellschaft.Bildung;Schule;;news;
;;Femen-Aktivistin Klara Klitoris gründet Selbsthilfegruppe “Anonyme Jungfrauen”;;Gesellschaft.Männer;Femen.Sexismus;;news;
;;Pakistan: Terroristen-Gruppe kehrt aus Paradies zurück;;Ausland.Politik;Terrorismus;;news;
;;New York: Maskierter Lederfetischist springt nachts über Häuserdächer und jagt Grusel-Clowns in lila-farbenen Anzügen;;Ausland.Gesellschaft;;;news;
;;Von wegen Unternehmer: Apple-Chef Tim Cook ist in Wirklichkeit Roboter. Wer sonst geht 3:15 Uhr schlafen und steht 3:45 Uhr wieder auf? ;;Digital.Unterhaltung.Promis.Wirtschaft;;;news;
;;Nach Alptraum von Hexenverbrennung auf Scheiterhaufen: Donald Trump lässt Feuerzeuge verbieten.;;Ausland.Politik;;Donald Trump;news;
;;Serena Smöllmund präsentiert neue Penispumpe aus Schweden mit Künstlicher Intelligenz auf der Venus;2019-10-17;Berlin.Digital.Unterhaltung;KI.Sex;;news;
;;Kongo: US-Touristin an Neujahr von Gorilla geschwängert;2019-01-10;Ausland.Unterhaltung;Tourismus;;news;
;;Rowan Atkinson schrottet zwölften Ferrari im Suff;;Unterhaltung.Promis;Auto;;news;
;;KO: Playboy-Model von eigenen Brüsten KO geschlagen;;;;;news;
;;Aufatmen für Eunuchen: Polizei darf nun auch Männer ohne Hoden einstellen. Damit sollte der Personalmangel bei der Polizei nun ein Ende haben.;;Deutschland.Gesellschaft.Unterhaltung;Polizei;;news;
;;Russischer Astronaut auf ISS in Zeitstrudel geraten und kann Silvester nicht mitfeiern weil er in unbekannter Raumzeit festhängt;;Wissen.Naturwissenschaft;Raumfahrt;;news;
;;Gott bewahre: Kölner Medienkonzern will TV-Sender RTL III starten. Rette sich wer kann;;Deutschland.Digital.Wirtschaft;Medien.TV;;news;
;;David Hasselhoff möchte gern die Berliner Mauer wieder aufbauen. In seinem eigenen Museum;;Berlin.Unterhaltung.Promis;;David Hasselhoff;news;
;;Udo Lindenberg hat 17 Kinder von denen er nichts wusste - in Ostberlin;;Berlin.Unterhaltung.Promis;;;news;
;;Helene Fischer erzeugt Wirbelsturm der Stufe 8,9 als sie bei Show durch die Luft geschleudert wird;;Unterhaltung.Promis;;Helene Fischer;news;
;;Bin Sallahadin reibt schon seit 7 Jahren an der Lampe aber bisher ist noch kein Geist aus der Lampe erschienen;;Ausland.Gesellschaft;;;news;
;;Sternehotel in Thailand bietet Rückenmassagen mit Elephanten-Rüsseln an;;Ausland.Wirtschaft;Tourismus;;news;
;;Marine verkauft ausgemustertes Segelschulschiff Gorch Fock an Philippinische Piraten;;Deutschland.Politik;Militär.Bundeswehr;;news;
;;Rainer Kalkmund wird nach Indonesien eingeladen und pinkelt in den Vulkan Krakatau um ihn von außen zu versiegeln;;Ausland.Wissen;Eklig;Rainer Kallmund;news;
;;;;;;;;
;;;;;;;;
