id;date;title;subtitle;content;categories;tags;person;repeatable;teasable;image;
801;;Schmuddeltypen stehen vor Fummelbude und schauen den schönen Damen beim Schaumbaden zu;;;Gesellschaft;Sexismus;;1;;;
802;;Rainer Vollmond wird in China mit einem Hängebauchschwein verwechselt und landet in der Küche eines Schnellrestaurants;;;Ausland.Unterhaltung.Promis;;Rainer Kallmund;1;;;
803;;Netzwahnsinn: Frau lässt Follower darüber abstimmen mit welchem Tinder-Toy-Boy sie als nächstes ins Bett gehen soll;;;Digital.Gesellschaft.Wirtschaft;Medien;;1;;;
804;;Deutsche Ratte Petrus gewinnt königliche Rattenweltmeisterschaft in Bahrain und übernimmt die Rattenkrone;;;Ausland.Sport;Tiere;;1;;;
805;;Langzeitarbeitsloser schafft es nach 32 Jahren Hartz4 ins Guinessbuch und wird Millionär;;;Deutschland.Gesellschaft;;;1;;;
806;;Spanien: Chef schlägt mit Stuhl auf langjährigen Mitarbeiter ein nachdem sich herausgestellt hat dass der sein Vater ist;;;Ausland.Gesellschaft;;;1;;;
807;;Mainz Innenstadt: Straßenlampe geht das Licht aus und es wird dunkel;;;Deutschland.Gesellschaft;Technik;;1;;;
808;;Clan-Mitglied bietet Verkehrsamt 8 Kamele gegen seinen stillgelegten Benz an. Amt akzeptiert Deal und übergibt Kamele an stadteigenen Zoo der schon seit Jahren auf Kamel-Nachwuchs wartet. Bezirkssprecher freut sich über die WinWin Situation;;;Deutschland.Gesellschaft;Finanzamt.Tiere.Mafia-Clans;;1;;;
809;;Sparmaßnahme in Griechenland: Feuerwehr schafft Einsatzfahrzeuge ab und muss mit Fahrrädern und Wassereimern ausrücken;;;Ausland.Politik;;;1;;;
810;;Hirnfressende Amöbe frisst Gehirn von Menschen auf;;;Gesellschaft;Tiere;;1;;;
811;;Protestgruppe im Hambacher Forst gründet eigenen Staat;;;Deutschland.Politik.Gesellschaft;;;1;;;
812;;Riesenflugzeug Antonov A-150 transportiert 20 Elefanten und lässt sie per Fallschirm über Berliner Zoo abspringen;;;Berlin;Tiere;;1;;;
813;;Skandal in England: Die Queen musste die Autotür ihres Rolls Royce selbst aufmachen weil der Türaufmacher nach einer durchzechten Nacht mit den Hofdamen noch besoffen im Bett lag;;;Ausland;Royals;Queen;1;;;
814;;Japanische Tech-Firma bietet Gruppensex-Therapie zur Mittagspause an um das Arbeitsklima zu verbessern;;;Ausland.Digital.Gesellschaft;Sex;;1;;;
815;;Los Angeles: 7 Hosenscheißer und 2 Hosenscheißerinnen überfallen Supermarkt auf Autobahnrastplatz und klauen Windeln im Wert von 68$. Die Polizei ist sich sicher dass wir es hier mit ausgebufften Zwerglingen zu tun haben. Wir werden diese Strolche schnappen denn sie bedrohen die Nationale Sicherheit. Nähere Angaben zu den Hosenscheißern machte die Polizei nicht man befinde sich noch in der Schleierfahndung so die Begründung.;;;Ausland.Gesellschaft;Polizei;;1;;;
816;;Schwarzfahrer muss 400 Tage in den Bau weil er 400Mal ohne Ticket in der S-Bahn erwischt wurde und kommt gleichzeitig ins GuinessBuch der Rekorde;;;Deutschland;Polizei;;1;;;
817;;Jackie Zahn dreht 700ten KungFu-Film;;;Unterhaltung;Film;;1;;;
818;;Eisverkäufer macht mit Eismaschine Eis ... aus Excrementen ExCreme Deluxe;;;Wirtschaft.Gesellschaft;Eklig;;1;;;
819;;Afghanischer Spitzel beim Schnitzelessen von verschwitzten Polizisten in Schwitzkasten genommen;;;Deutschland.Gesellschaft;Polizei;;1;;;
820;;Norwegischer Tiefenforscher gräbt sich in Norwegen in die Tiefe und kommt in Neuseeland wieder raus;;;Wissen;;;1;;;
821;;Frankfurt: Zollbeamtin muss sich vor Gericht verantworten weil sie zu viele Leibesvisitationen bei jungen Reisenden durchgenommen hat. Die Beamtin gab an persönliche Gründe haben diese Maßnahmen erforderlich gemacht.;;;Deutschland.Politik;Sex.Sexismus.Polizei;;1;;;
822;;Nach 220 Jahren: Jugendamt befreit Hänsel aus Hexenkessel seiner Stief-Großmutter;;;Deutschland.Gesellschaft;;;1;;;
823;;Junge Frechdachse wickeln Kita-Angestellte in gelben Plastiksack ein;;;Deutschland.Gesellschaft.Bildung;;;1;;;
824;;Mexiko: Frau lässt sich dritte Brust operieren weil sie 3 Babies stillen muss;;;Ausland.Gesellschaft;;;1;;;
825;;Apple lässt 3 Männer zu Frauen umoperieren um die Frauenquote zu erfüllen;;;Digital.Wirtschaft;Sexismus;;1;;;
826;;Franzose erhält Medizin-Nobelpreis für die analytische Beobachtung des Tagesablaufs von Eintagsfliegen;;;Wissen.Naturwissenschaft;;;1;;;
827;;Dieter Bohnen will nicht aussehen wie ein Sack Kartoffeln;;;Unterhaltung.Promis;;;1;;;
828;;Historiker einig: Hitler aß italienische Kekse am Liebsten;;;Wissen;;Adolf Hitler;1;;;
829;;Neuer KI-Roboter mit Frauenstimme soll im Aufsichtsrat von Holzwagen Frauenquote erfüllen.;;;Digital.Wirtschaft;KI.Technik;;1;;;
830;;Türkische Regierung übergibt Liste mit Haftbefehlen von 82 Mio. mutmaßlichen Terroristen an Bundesregierung;;;Politik;;;1;;;
831;;Land Berlin muss 333 islamistische Gefährder nach Deutschland zurückholen die über 8 Jahre systematisch abgeschoben worden waren weil ein formaler Fehler der Abschiebedokumente vorlag.;;;Berlin.Politik;Polizei;;1;;;
832;;Pummelbienen tummeln sich in Berlin Rummelsburg herum und fummeln miteinander rum;;;Berlin.Gesellschaft;Sex;;1;;;
833;;Post-Sovietische Riesenkrabben erobern Norwegen;;;Ausland.Wissen;Tiere;;1;;;
834;;Forscher entdecken neues Super-Virus: Das Ferkel-Bohse Virus löst bei Politikern Schwachsinnigkeit aus;;;Wissen;;;1;;;
835;;Claudia Not redet sich bei Talkshow in Rage. Einschaltquoten brechen ein;;;Unterhaltung.Promis;TV;;1;;;
836;;Hamburg: Erstes Deutsches Roboter-Sexpuppen Bordell eröffnet. Hier arbeitet kein Mensch mehr sondern es läuft alles vollautomatisiert;;;Digital.Wirtschaft;Sex;;1;;;
837;;Michael Flittchenmeyer: Habe mich in eine Silikon Liebes-Puppe verliebt;;;Unterhaltung.Promis;Sex;;1;;;
838;;Verkehrskollaps in Berliner Innenstadt: BVG gibt zu Chaos bewusst eingesetzt zu haben um Strapationsfähigkeiten der Fahrgäste zu testen;;;Berlin.Gesellschaft;;;1;;;
839;;Lila-Sonne in 57 Lichtjahren Entfernung entdeckt;;;Wissen.Ausland;Raumfahrt;;1;;;
840;;Berlin: Student wird Zugang zu Diskussionsrunde verwehrt weil er nicht schwul ist.;;;Berlin.Gesellschaft.Bildung;Sexismus.Politisch Unkorrekt;;1;;;
841;;Japan: 97-Jähriger heiratet 16-Jährige und fällt nach Hochzeitsparty ins Koma;;;Ausland.Gesellschaft;;;1;;;
842;;Kimi Jong-Un verspricht seinem Volk glühende Zeiten;;;Ausland.Politik;;Kim Jong-Un;1;;;
843;;China: Regierung erwägt Verbotszonen für Fussgänger in Städten wegen Abgasverschmutzung durch Autos;;;Ausland.Politik;Klimawandel;;1;;;
844;;Taliban kaufen 350.000 ausgemusterte Diesel-Autos aus Deutschland für umgerechnet 20.000 Euro;;;Politik.Wirtschaft;Klimawandel.Geld;;1;;;
845;;Insolventer Ex-Milliardär richtet persönliches Nothilfe Spendenkonto ein.;;;Wirtschaft.Gesellschaft;Geld;;1;;;
846;;Berlin: Mann wird aus Kreissaal verhaftet während er gerade entbindet.;;;Berlin;;;1;;;
847;;Mann nimmt seit 15 Jahren Glyzerin für die Haare und sieht aus wie Pumuckl;;;Gesellschaft;;;1;;;
848;;Adria: Kapitän verlässt Kreuzfahrtschiff als Erster und flüchtet auf Nympheninsel;;;Ausland.Gesellschaft.Männer;;;1;;;
849;;Insel der Jungfrauen im Mittelmeer entdeckt. Millionen Männer buchen ihre nächste Reise um;;;Ausland.Gesellschaft.Männer;;;1;;;
850;;Fussball: Bayernspieler versucht Schwäche der Mannschaft zu erklären und schläft bei Interview ein;;;Sport.Fussball;Bayern;;1;;;
851;;Ex-Fussball Star lässt sich umschulen und wird Pferde-Hypnotiseur;;;Sport.Fussball;;;1;;;
852;;Thailand: Regierung ruft Affenalarm aus nachdem 100.000 Affen in Bankok eingefallen sind weil auf dem Markt kostenlos Bananen verteilt werden;;;Ausland.Politik;Tiere;;1;;;
853;;14-Jähriger entwickelt App die Dummheit erkennt und das Smartphone abschaltet;;;Digital.Gesellschaft;;;1;;;
854;;Außerirdische landen im Ruhrgebiet und fragen ob sie 200 Milliarden Tonnen CO2 als Treibstoff kaufen können;;;Deutschland.Gesellschaft;Klimawandel.Raumfahrt;;1;;;
855;;Hamm: 37 Hurensöhne protestieren gegen das Prostitutionsgesetz;;;Deutschland.Politik;Sexismus;;1;;;
856;;Sackläuse verbreiten Angst und Schrecken in Berliner Sporthallen;;;Berlin.Gesellschaft;Tiere;;1;;;
857;;Neuster Trend aus Japan: Auf Arbeit rollen statt gehen;;;Ausland.Gesellschaft;;;1;;;
858;;Einfach Klasse: Flüchtling bringt sich Deutsche Sprache mit Hilfe der Buchstabensuppe bei. Bildungsministerium erwägt nun dass alle Flüchtlinge die in Deutschland ankommen eine Packung Buchstabensuppe kostenfrei erhalten sollen;;;Deutschland.Gesellschaft.Bildung;;;1;;;
859;;Herr der Ringe war kein Herr sondern eine Dame;;;Unterhaltung;Film;;1;;;
860;;Nach Rücktritt: Angela Merkel plant Eröffnung einer Ausstellung mit den schönsten Handrauten in ihrer Pensionszeit;;;Unterhaltung.Politik.Promis;;Angela Merkel;1;;;
861;;Mann darf mit 83 Jahren nicht in Rente gehen weil Behörde Zahlendreher im Geburtstag hat;;;Deutschland.Gesellschaft;Rentner;;1;;;
862;;Männerverachtende Männerhasserin lässt in Männerheim 12 Männer ihrer maskulinen Männlichkeit berauben;;;Deutschland.Gesellschaft;Femen.Sexismus;;1;;;
863;;Bestes Mittel gegen Fusspilz. Einfach anderen Fuß benutzen;;;Gesellschaft;;;1;;;
864;;Neuer Trend aus Asien: Fußsolen-Lecken;;;Ausland.Gesellschaft;Eklig;;1;;;
865;;Donald Trump lässt Autobahn sperren weil Ehefrau Fingernagel verloren hat und der Secret Service auf Spurensuche ist;;;Ausland.Politik;;Donald Trump;1;;;
866;;Künstliche Superintelligenz identifiziert das bedrohlichste Virus der Welt. Der Homo Sapiens;;;Digital.Gesellschaft;KI;;1;;;
867;;Neuer Trend aus Arabien: Spießrutenlauf statt Dauerlauf;;;Ausland.Gesellschaft.Sport;;;1;;;
868;;Gelangweilte Hausfrau lässt Ehemann nach Arbeit in Irrenhaus einliefern damit sie am Abend mit ihren Nachbarinnen in Ruhe Karten spielen kann;;;Deutschland.Gesellschaft;;;1;;;
869;;Bodafone bietet Notruf-Hotline für sexuell frustrierte Hausfrauen an;;;Digital.Wirtschaft;Sex;;1;;;
870;;Skandal auf Autobahn: ADAC lehnt Hilfe für Radfahrer mit Reifenpanne einfach ab und repariert liegengebliebenen Bus der die Fahrbahn blockiert;;;Deutschland.Gesellschaft;Auto;;1;;;
871;;Bürgerin ist enttäuscht: Kölnerin hält eine Armlänge Abstand und wird trotzdem angemacht. Nach mehrmaligem Vermessen der Arme stellt die Polizei klar dass die Armlänge nicht der Standardarmlänge von 47cm entspricht und daher auch keine Garantie zur Gefahrenabwehr bestehen könne;;;Deutschland.Politik.Gesellschaft;Politisch unkorrekt.Sexismus;;1;;;
872;;Nach Ruhestandsankündigung: Merkel plant Buch mit dem Titel: “Wollte nur mal kurz das Land umkrempeln”;;;Deutschland.Politik;;Angela Merkel;1;;;
873;;Bundesregierung verkauft Schuldscheine mit Umschuldungsprämie für Rentensparer;;;Deutschland.Politik;Rentner;;1;;;
874;;Mailand: Notorischer Gast ruft Polizei weil Schoko-Waffeln nicht genauso aussahen wie in der Speisekarte abgebildet;;;Ausland.Gesellschaft;Polizei;;1;;;
875;;Er misst 220m: Größter Betonpenis der Welt eingeweiht. Tiefste Vagina der Welt befindet sich in Mexiko;;;Ausland.Gesellschaft;Sex;;1;;;
876;;Merkel veröffentlicht Buch über ihr Verhältnis mit Horst Seehofer mit dem Titel: “Mein Kampf”;;;Deutschland.Politik;;Angela Merkel.Horst Seehofer;1;;;
877;;Linksradikale Kräfte wollten Maaßen schon 2017 aus dem Amt befördern hatten aber keine Zeit weil G20-Gipfel dazwischen kam;;;Deutschland.Politik.Gesellschaft;G20;;1;;;
878;;Israelischer Toyboy verirrt sich im Sächsischen Görlitz und wird von rechter Bürgerwehr vor militanten Salafisten gerettet.;;;Deutschland.Gesellschaft;Politisch unkorrekt.Sexismus;;1;;;
879;;Prominente Feministin sagt Lesung in einer Bücherei ab weil in einem Regal ein Buch mit einem Mann auf dem Coverbild zu sehen ist;;;Deutschland.Gesellschaft;Femen.Sexismus;;1;;;
880;;Thailändische Austauscharbeiterin in Abu Dhabi beim illegalen Reiskochen enttarnt;;;Ausland.Politik;;;1;;;
881;;Satiremagazin schleust Maulwurf in das SpielerTeam der Bayern ein;;;Sport.Fussball;Bayern;;1;;;
882;;Europäische Umwelthilfe verklagt Italien wegen zu hoher Feinstaub-Emissionen durch Vulkane. Italien muss nun alle aktiven Vulkane versiegeln;;;Ausland.Politik;Klimawandel;;1;;;
883;;Berlin: Stadtverwaltung führt Pinkelboxen ein. Damit muss niemand mehr in den Busch pinkeln;;;Berlin.Politik;Eklig;;1;;;
884;;Verrückter Holländer: Man findet Knochenreste seines Vorfahren im Garten und verkauft sie an Nachbarn zum Füttern der Hunde;;;Ausland.Gesellschaft;Tiere;;1;;;
885;;Künstliche Intelligenz wählt Bürgermeister aus 5.000 Kandidaten aus: ___BILD___;;;Digital.Gesellschaft.Politik;KI;;1;;;
886;;Sparmaßnahme: Gefängnis verteilt Essen mit Trockenfleisch von zuvor Verstorbenen an Insassen;;;Deutschland.Gesellschaft;Justiz;;1;;;
887;;Illegaler Dixiklo-Sammler vor Gericht. Er sammelte schon seit 18 Jahren Klos;;;Deutschland.Gesellschaft;Justiz.Polizei;;1;;;
888;;Neue Miss BumBum kommt aus Australien;;;Ausland.Gesellschaft.Männer.Unterhaltung;Sex;;1;;;
889;;Thailand: Mann beißt Schlange auf Toilette in den Schwanz;;;Ausland.Gesellschaft.Frauen;;;1;;;
890;;Wer es braucht: Firma erfindet Tampons mit integriertem Sensor der Flüssigkeitsverhalten auf einer App im Smartphone anzeigt;;;Digital.Gesellschaft.Wirtschaft;;;1;;;
891;;Weihnachtsmann bricht in Gammazon-Lager ein und klaut säckeweise Geschenken. Hast du dich schon immer gefragt wo der Weihnachtsmann seine Geschenke herbekommt?;;;Gesellschaft.Unterhaltung.Wirtschaft;Weihnachten;;1;;;
892;;Russischer Pilot fällt kurz vor dem Start besoffen aus dem Cockpit;;;Ausland.Gesellschaft;;;1;;;
893;;Mann umzingelt eigenes Haus mit Minen und Stolperfallen und gründet auf einer Fläche von 120 Quadratmetern eigenen Staat;;;Deutschland.Gesellschaft;Polizei;;1;;;
894;;US-Promi verklagt Fluggesellschaft weil er in der Business Class mit seinem kleinen Finger zwischen den Sitzen stecken blieb. Er hatte deshalb seinen Anschlussflug verpasst;;;Ausland.Wirtschaft;Polizei;;1;;;
895;;Auto zu stark beschädigt? Intelligentes Navigationssystem lenkt Auto auf Autofriedhof;;;Digital.Gesellschaft;Auto.KI;;1;;;
896;;Forscher sicher: Im Digitalen Zeitalter schrumpft das Gehirn der Menschen wieder;;;Wissen.Digital;;;1;;;
897;;Leipzig: Mieter schlachtet Weihnachtsgans auf Balkon: Nachbarin ruft Polizei;;;Deutschland.Gesellschaft;Weihnachten.Polizei;;1;;;
898;;Wollte nur kurz Zigaretten holen: Krankenwagen mit 160kmh in Innenstadt geblitzt;;;Deutschland.Gesellschaft;;;1;;;
899;;Irrwitzig: Polizei blitzt Fußgänger wenn sie zu langsam auf dem Gehweg laufen;;;Deutschland.Gesellschaft;Polizei;;1;;;
900;;Gehirn aufgelöst: Internet-Süchtiger verliert Gehirn wegen Nutzlosigkeit;;;Digital.Gesellschaft;;;1;;;
901;;Merkwürdig: Fischer fängt viereckigen Fisch und nennt ihn Quadratus Pisces;;;Wissen;;;1;;;
902;;Weihnachtsbäckerei ausgebrannt weil 6-Jährige lieber kokeln wollten anstatt Plätzchen zu backen.;;;Deutschland.Gesellschaft;Weihnachten;;1;;;
903;;Finnland: Schüler klaut dem Weihnachtsmann seinen Sack und findet zwei Eier;;;Ausland.Gesellschaft;Weihnachten;;1;;;
904;;Mutter ruft Polizei weil Sohn sein Laufrad falsch eingeparkt hat;;;Deutschland.Gesellschaft;Polizei;;1;;;
905;;Saudischer Prinz bietet Gefährder Sami A. Luxuszimmer im Palast an.;;;Ausland.Politik;Terrorismus;;1;;;
906;;War nur leicht verspätet: Zug der Deutschen Bahn kommt nach 7 Monaten doch noch in Frankfurt Oder an;;;Deutschland.Gesellschaft;;;1;;;
907;;Wer hätte das Gedacht: Jean-Claude Juncker steht auf Haarewuscheln bei Damen;;;Ausland.Politik.Unterhaltung.Promis;;;1;;;
908;;Alexa leaks: Hört Gestöhne und schickt Tonaufnahmen automatisch dem Ehemann. Der glaubt seine Frau sei im Fitnessstudio. Tasachlich betrieb sie auch Fitness allerding nicht im Sportstudio sondern beim Fremdgehen in einem andern Bett eines anderen Mannes. offenbar hat dem Mann.;;;Digital.Gesellschaft;;;1;;;
909;;Alexa löst Polizeieinsatz aus weil im Zimmer lautes Gestöhne und Geheule aufgenommen wurde. Was sich anhörte wie eine Frau die in Bedrängnis geraten war und sich zur Wehr setzen musste war in Wirklichkeit heißer Sex eines verliebten Pärchens.;;;Digital.Gesellschaft;Polizei;;1;;;
910;;Celine Dion träumt heimlich von Männerfüßen;;;Unterhaltung.Promis.Männer;Sexismus.Eklig;;1;;;
911;;Dennis Schwurz schafft es dieses Jahr wieder nicht das Haus vom Nikolaus zu malen und bekommt kein Weihnachtsgeschenk vom Weihnachtsmann;;;Unterhaltung;Weihnachten;;1;;;
912;;Grünen-Politikerin beschwert sich weil es in der Bundestagskantine kein Mariuana zu kaufen gibt und stellt Änderungs-Schnell-Antrag im Parlament.;;;Deutschland.Politik;Grüne.Drogen;;1;;;
913;;Doch noch die Kurve gekriegt: Schüler schafft es nach einem halben Jahr Deutsch Lernen mit “Scoyo” von einer 4- auf eine 4+;;;Digital.Wirtschaft.Gesellschaft.Bildung;Schule;;1;;;
914;;Femen-Aktivistin Klara Klitoris gründet Selbsthilfegruppe “Anonyme Jungfrauen”;;;Gesellschaft.Männer;Femen.Sexismus;;1;;;
915;;Pakistan: Terroristen-Gruppe kehrt aus Paradies zurück;;;Ausland.Politik;Terrorismus;;1;;;
916;;New York: Maskierter Lederfetischist springt nachts über Häuserdächer und jagt Grusel-Clowns in lila-farbenen Anzügen;;;Ausland.Gesellschaft;;;1;;;
917;;Von wegen Unternehmer: Apple-Chef Tim Cook ist in Wirklichkeit Roboter. Wer sonst geht 3:15 Uhr schlafen und steht 3:45 Uhr wieder auf? ;;;Digital.Unterhaltung.Promis.Wirtschaft;;;1;;;
918;;Nach Alptraum von Hexenverbrennung auf Scheiterhaufen: Donald Trump lässt Feuerzeuge verbieten.;;;Ausland.Politik;;Donald Trump;1;;;
919;2019-10-17;Serena Smöllmund präsentiert neue Penispumpe aus Schweden mit Künstlicher Intelligenz auf der Venus;2019-10-17;;Berlin.Digital.Unterhaltung;KI.Sex;;1;;;
920;2019-01-10;Kongo: US-Touristin an Neujahr von Gorilla geschwängert;2019-01-10;;Ausland.Unterhaltung;Tourismus;;1;;;
921;;Rowan Atkinson schrottet zwölften Ferrari im Suff;;;Unterhaltung.Promis;Auto;;1;;;
922;;KO: Playboy-Model von eigenen Brüsten KO geschlagen;;;;;;1;;;
923;;Aufatmen für Eunuchen: Polizei darf nun auch Männer ohne Hoden einstellen. Damit sollte der Personalmangel bei der Polizei nun ein Ende haben.;;;Deutschland.Gesellschaft.Unterhaltung;Polizei;;1;;;
924;;Russischer Astronaut auf ISS in Zeitstrudel geraten und kann Silvester nicht mitfeiern weil er in unbekannter Raumzeit festhängt;;;Wissen.Naturwissenschaft;Raumfahrt;;1;;;
925;;Gott bewahre: Kölner Medienkonzern will TV-Sender RTL III starten. Rette sich wer kann;;;Deutschland.Digital.Wirtschaft;Medien.TV;;1;;;
926;;David Hasselhoff möchte gern die Berliner Mauer wieder aufbauen. In seinem eigenen Museum;;;Berlin.Unterhaltung.Promis;;David Hasselhoff;1;;;
927;;Udo Lindenberg hat 17 Kinder von denen er nichts wusste - in Ostberlin;;;Berlin.Unterhaltung.Promis;;;1;;;
928;;Helene Fischer erzeugt Wirbelsturm der Stufe 8,9 als sie bei Show durch die Luft geschleudert wird;;;Unterhaltung.Promis;;Helene Fischer;1;;;
929;;Bin Sallahadin reibt schon seit 7 Jahren an der Lampe aber bisher ist noch kein Geist aus der Lampe erschienen;;;Ausland.Gesellschaft;;;1;;;
930;;Sternehotel in Thailand bietet Rückenmassagen mit Elephanten-Rüsseln an;;;Ausland.Wirtschaft;Tourismus;;1;;;
931;;Marine verkauft ausgemustertes Segelschulschiff Gorch Fock an Philippinische Piraten;;;Deutschland.Politik;Militär.Bundeswehr;;1;;;
