id;date;title;subtitle;categories;tags;person;post_type;slug;_repeating
878;;Israelischer Toyboy verirrt sich im Sächsischen Görlitz und wird von rechter Bürgerwehr vor militanten Salafisten gerettet.;;Deutschland.Gesellschaft;Politisch unkorrekt.Sexismus;;news;;
879;;Prominente Feministin sagt Lesung in einer Bücherei ab weil in einem Regal ein Buch mit einem Mann auf dem Coverbild zu sehen ist;;Deutschland.Gesellschaft;Femen.Sexismus;;news;;
880;;Thailändische Austauscharbeiterin in Abu Dhabi beim illegalen Reiskochen enttarnt;;Ausland.Politik;;;news;;
881;;Satiremagazin schleust Maulwurf in das SpielerTeam der Bayern ein;;Sport.Fussball;Bayern;;news;;
882;;Europäische Umwelthilfe verklagt Italien wegen zu hoher Feinstaub-Emissionen durch Vulkane. Italien muss nun alle aktiven Vulkane versiegeln;;Ausland.Politik;Klimawandel;;news;;
883;;Berlin: Stadtverwaltung führt Pinkelboxen ein. Damit muss niemand mehr in den Busch pinkeln;;Berlin.Politik;Eklig;;news;;
884;;Verrückter Holländer: Man findet Knochenreste seines Vorfahren im Garten und verkauft sie an Nachbarn zum Füttern der Hunde;;Ausland.Gesellschaft;Tiere;;news;;
885;;Künstliche Intelligenz wählt Bürgermeister aus 5.000 Kandidaten aus: ___BILD___;;Digital.Gesellschaft.Politik;KI;;news;;
886;;Sparmaßnahme: Gefängnis verteilt Essen mit Trockenfleisch von zuvor Verstorbenen an Insassen;;Deutschland.Gesellschaft;Justiz;;news;;
887;;Illegaler Dixiklo-Sammler vor Gericht. Er sammelte schon seit 18 Jahren Klos;;Deutschland.Gesellschaft;Justiz.Polizei;;news;;
888;;Neue Miss BumBum kommt aus Australien;;Ausland.Gesellschaft.Männer.Unterhaltung;Sex;;news;;
889;;Thailand: Mann beißt Schlange auf Toilette in den Schwanz;;Ausland.Gesellschaft.Frauen;;;news;;
890;;Wer es braucht: Firma erfindet Tampons mit integriertem Sensor der Flüssigkeitsverhalten auf einer App im Smartphone anzeigt;;Digital.Gesellschaft.Wirtschaft;;;news;;
891;;Weihnachtsmann bricht in Gammazon-Lager ein und klaut säckeweise Geschenken. Hast du dich schon immer gefragt wo der Weihnachtsmann seine Geschenke herbekommt?;;Gesellschaft.Unterhaltung.Wirtschaft;Weihnachten;;news;;
892;;Russischer Pilot fällt kurz vor dem Start besoffen aus dem Cockpit;;Ausland.Gesellschaft;;;news;;
893;;Mann umzingelt eigenes Haus mit Minen und Stolperfallen und gründet auf einer Fläche von 120 Quadratmetern eigenen Staat;;Deutschland.Gesellschaft;Polizei;;news;;
894;;US-Promi verklagt Fluggesellschaft weil er in der Business Class mit seinem kleinen Finger zwischen den Sitzen stecken blieb. Er hatte deshalb seinen Anschlussflug verpasst;;Ausland.Wirtschaft;Polizei;;news;;
895;;Auto zu stark beschädigt? Intelligentes Navigationssystem lenkt Auto auf Autofriedhof;;Digital.Gesellschaft;Auto.KI;;news;;
896;;Forscher sicher: Im Digitalen Zeitalter schrumpft das Gehirn der Menschen wieder;;Wissen.Digital;;;news;;
897;;Leipzig: Mieter schlachtet Weihnachtsgans auf Balkon: Nachbarin ruft Polizei;;Deutschland.Gesellschaft;Weihnachten.Polizei;;news;;
898;;Wollte nur kurz Zigaretten holen: Krankenwagen mit 160kmh in Innenstadt geblitzt;;Deutschland.Gesellschaft;;;news;;
899;;Irrwitzig: Polizei blitzt Fußgänger wenn sie zu langsam auf dem Gehweg laufen;;Deutschland.Gesellschaft;Polizei;;news;;
900;;Gehirn aufgelöst: Internet-Süchtiger verliert Gehirn wegen Nutzlosigkeit;;Digital.Gesellschaft;;;news;;
901;;Merkwürdig: Fischer fängt viereckigen Fisch und nennt ihn Quadratus Pisces;;Wissen;;;news;;
902;;Weihnachtsbäckerei ausgebrannt weil 6-Jährige lieber kokeln wollten anstatt Plätzchen zu backen.;;Deutschland.Gesellschaft;Weihnachten;;news;;
903;;Finnland: Schüler klaut dem Weihnachtsmann seinen Sack und findet zwei Eier;;Ausland.Gesellschaft;Weihnachten;;news;;
904;;Mutter ruft Polizei weil Sohn sein Laufrad falsch eingeparkt hat;;Deutschland.Gesellschaft;Polizei;;news;;
905;;Saudischer Prinz bietet Gefährder Sami A. Luxuszimmer im Palast an.;;Ausland.Politik;Terrorismus;;news;;
906;;War nur leicht verspätet: Zug der Deutschen Bahn kommt nach 7 Monaten doch noch in Frankfurt Oder an;;Deutschland.Gesellschaft;;;news;;
907;;Wer hätte das Gedacht: Jean-Claude Juncker steht auf Haarewuscheln bei Damen;;Ausland.Politik.Unterhaltung.Promis;;;news;;
908;;Alexa leaks: Hört Gestöhne und schickt Tonaufnahmen automatisch dem Ehemann. Der glaubt seine Frau sei im Fitnessstudio. Tasachlich betrieb sie auch Fitness allerding nicht im Sportstudio sondern beim Fremdgehen in einem andern Bett eines anderen Mannes. offenbar hat dem Mann.;;Digital.Gesellschaft;;;news;;
909;;Alexa löst Polizeieinsatz aus weil im Zimmer lautes Gestöhne und Geheule aufgenommen wurde. Was sich anhörte wie eine Frau die in Bedrängnis geraten war und sich zur Wehr setzen musste war in Wirklichkeit heißer Sex eines verliebten Pärchens.;;Digital.Gesellschaft;Polizei;;news;;
910;;Celine Dion träumt heimlich von Männerfüßen;;Unterhaltung.Promis.Männer;Sexismus.Eklig;;news;;
911;;Dennis Schwurz schafft es dieses Jahr wieder nicht das Haus vom Nikolaus zu malen und bekommt kein Weihnachtsgeschenk vom Weihnachtsmann;;Unterhaltung;Weihnachten;;news;;
912;;Grünen-Politikerin beschwert sich weil es in der Bundestagskantine kein Mariuana zu kaufen gibt und stellt Änderungs-Schnell-Antrag im Parlament.;;Deutschland.Politik;Grüne.Drogen;;news;;
913;;Doch noch die Kurve gekriegt: Schüler schafft es nach einem halben Jahr Deutsch Lernen mit “Scoyo” von einer 4- auf eine 4+;;Digital.Wirtschaft.Gesellschaft.Bildung;Schule;;news;;
914;;Femen-Aktivistin Klara Klitoris gründet Selbsthilfegruppe “Anonyme Jungfrauen”;;Gesellschaft.Männer;Femen.Sexismus;;news;;
915;;Pakistan: Terroristen-Gruppe kehrt aus Paradies zurück;;Ausland.Politik;Terrorismus;;news;;
916;;New York: Maskierter Lederfetischist springt nachts über Häuserdächer und jagt Grusel-Clowns in lila-farbenen Anzügen;;Ausland.Gesellschaft;;;news;;
917;;Von wegen Unternehmer: Apple-Chef Tim Cook ist in Wirklichkeit Roboter. Wer sonst geht 3:15 Uhr schlafen und steht 3:45 Uhr wieder auf? ;;Digital.Unterhaltung.Promis.Wirtschaft;;;news;;
918;;Nach Alptraum von Hexenverbrennung auf Scheiterhaufen: Donald Trump lässt Feuerzeuge verbieten.;;Ausland.Politik;;Donald Trump;news;;
919;2019-10-17;Serena Smöllmund präsentiert neue Penispumpe aus Schweden mit Künstlicher Intelligenz auf der Venus;2019-10-17;Berlin.Digital.Unterhaltung;KI.Sex;;news;;
920;2019-01-10;Kongo: US-Touristin an Neujahr von Gorilla geschwängert;2019-01-10;Ausland.Unterhaltung;Tourismus;;news;;
921;;Rowan Atkinson schrottet zwölften Ferrari im Suff;;Unterhaltung.Promis;Auto;;news;;
922;;KO: Playboy-Model von eigenen Brüsten KO geschlagen;;;;;news;;
923;;Aufatmen für Eunuchen: Polizei darf nun auch Männer ohne Hoden einstellen. Damit sollte der Personalmangel bei der Polizei nun ein Ende haben.;;Deutschland.Gesellschaft.Unterhaltung;Polizei;;news;;
924;;Russischer Astronaut auf ISS in Zeitstrudel geraten und kann Silvester nicht mitfeiern weil er in unbekannter Raumzeit festhängt;;Wissen.Naturwissenschaft;Raumfahrt;;news;;
925;;Gott bewahre: Kölner Medienkonzern will TV-Sender RTL III starten. Rette sich wer kann;;Deutschland.Digital.Wirtschaft;Medien.TV;;news;;
926;;David Hasselhoff möchte gern die Berliner Mauer wieder aufbauen. In seinem eigenen Museum;;Berlin.Unterhaltung.Promis;;David Hasselhoff;news;;
927;;Udo Lindenberg hat 17 Kinder von denen er nichts wusste - in Ostberlin;;Berlin.Unterhaltung.Promis;;;news;;
928;;Helene Fischer erzeugt Wirbelsturm der Stufe 8,9 als sie bei Show durch die Luft geschleudert wird;;Unterhaltung.Promis;;Helene Fischer;news;;
929;;Bin Sallahadin reibt schon seit 7 Jahren an der Lampe aber bisher ist noch kein Geist aus der Lampe erschienen;;Ausland.Gesellschaft;;;news;;
930;;Sternehotel in Thailand bietet Rückenmassagen mit Elephanten-Rüsseln an;;Ausland.Wirtschaft;Tourismus;;news;;
931;;Marine verkauft ausgemustertes Segelschulschiff Gorch Fock an Philippinische Piraten;;Deutschland.Politik;Militär.Bundeswehr;;news;;
